home_team,away_team,home_goals,away_goals,result,season
Hull City,Burnley,1.0,4.0,A,2009-2010
West Ham United,Sunderland,1.0,0.0,H,2009-2010
Wolverhampton Wanderers,Stoke City,0.0,0.0,D,2009-2010
Blackburn Rovers,Manchester United,0.0,0.0,D,2009-2010
Liverpool,Fulham,0.0,0.0,D,2009-2010
Manchester City,Birmingham City,5.0,1.0,H,2009-2010
Chelsea,Bolton Wanderers,1.0,0.0,H,2009-2010
Aston Villa,Everton,2.0,2.0,D,2009-2010
Wigan Athletic,Portsmouth,0.0,0.0,D,2009-2010
Tottenham Hotspur,Arsenal,2.0,1.0,H,2009-2010
Manchester City,Manchester United,0.0,1.0,A,2009-2010
Birmingham City,Hull City,0.0,0.0,D,2009-2010
Blackburn Rovers,Everton,2.0,3.0,A,2009-2010
Fulham,Wolverhampton Wanderers,0.0,0.0,D,2009-2010
Stoke City,Bolton Wanderers,1.0,2.0,A,2009-2010
Sunderland,Burnley,2.0,1.0,H,2009-2010
Tottenham Hotspur,Chelsea,2.0,1.0,H,2009-2010
Wigan Athletic,Arsenal,3.0,2.0,H,2009-2010
Portsmouth,Aston Villa,1.0,2.0,A,2009-2010
Liverpool,West Ham United,3.0,0.0,H,2009-2010
Hull City,Aston Villa,0.0,2.0,A,2009-2010
Manchester United,Tottenham Hotspur,3.0,1.0,H,2009-2010
Bolton Wanderers,Portsmouth,2.0,2.0,D,2009-2010
Hull City,Sunderland,0.0,1.0,A,2009-2010
West Ham United,Wigan Athletic,3.0,2.0,H,2009-2010
Wolverhampton Wanderers,Blackburn Rovers,1.0,1.0,D,2009-2010
Arsenal,Manchester City,0.0,0.0,D,2009-2010
Aston Villa,Birmingham City,1.0,0.0,H,2009-2010
Burnley,Liverpool,0.0,4.0,A,2009-2010
Everton,Fulham,2.0,1.0,H,2009-2010
Chelsea,Stoke City,7.0,0.0,H,2009-2010
Birmingham City,Burnley,2.0,1.0,H,2009-2010
Manchester City,Aston Villa,3.0,1.0,H,2009-2010
Portsmouth,Wolverhampton Wanderers,3.0,1.0,H,2009-2010
Stoke City,Everton,0.0,0.0,D,2009-2010
Tottenham Hotspur,Bolton Wanderers,1.0,0.0,H,2009-2010
Liverpool,Chelsea,0.0,2.0,A,2009-2010
Fulham,West Ham United,3.0,2.0,H,2009-2010
Sunderland,Manchester United,0.0,1.0,A,2009-2010
Wigan Athletic,Hull City,2.0,2.0,D,2009-2010
Blackburn Rovers,Arsenal,2.0,1.0,H,2009-2010
Fulham,Stoke City,0.0,1.0,A,2009-2010
Manchester City,Tottenham Hotspur,0.0,1.0,A,2009-2010
Arsenal,Fulham,4.0,0.0,H,2009-2010
Aston Villa,Blackburn Rovers,0.0,1.0,A,2009-2010
Bolton Wanderers,Birmingham City,2.0,1.0,H,2009-2010
Burnley,Tottenham Hotspur,4.0,2.0,H,2009-2010
Chelsea,Wigan Athletic,8.0,0.0,H,2009-2010
Everton,Portsmouth,1.0,0.0,H,2009-2010
Hull City,Liverpool,0.0,0.0,D,2009-2010
Manchester United,Stoke City,4.0,0.0,H,2009-2010
West Ham United,Manchester City,1.0,1.0,D,2009-2010
Wolverhampton Wanderers,Sunderland,2.0,1.0,H,2009-2010
Tottenham Hotspur,Manchester City,0.0,0.0,D,2010-2011
Aston Villa,West Ham United,3.0,0.0,H,2010-2011
Blackburn Rovers,Everton,1.0,0.0,H,2010-2011
Bolton Wanderers,Fulham,0.0,0.0,D,2010-2011
Sunderland,Birmingham City,2.0,2.0,D,2010-2011
Wigan Athletic,Blackpool,0.0,4.0,A,2010-2011
Wolverhampton Wanderers,Stoke City,2.0,1.0,H,2010-2011
Chelsea,West Bromwich Albion,6.0,0.0,H,2010-2011
Liverpool,Arsenal,1.0,1.0,D,2010-2011
Manchester United,Newcastle United,3.0,0.0,H,2010-2011
Arsenal,Blackpool,6.0,0.0,H,2010-2011
Birmingham City,Blackburn Rovers,2.0,1.0,H,2010-2011
Everton,Wolverhampton Wanderers,1.0,1.0,D,2010-2011
Stoke City,Tottenham Hotspur,1.0,2.0,A,2010-2011
West Bromwich Albion,Sunderland,1.0,0.0,H,2010-2011
West Ham United,Bolton Wanderers,1.0,3.0,A,2010-2011
Wigan Athletic,Chelsea,0.0,6.0,A,2010-2011
Newcastle United,Aston Villa,6.0,0.0,H,2010-2011
Fulham,Manchester United,2.0,2.0,D,2010-2011
Manchester City,Liverpool,3.0,0.0,H,2010-2011
Blackburn Rovers,Arsenal,1.0,2.0,A,2010-2011
Blackpool,Fulham,2.0,2.0,D,2010-2011
Chelsea,Stoke City,2.0,0.0,H,2010-2011
Tottenham Hotspur,Wigan Athletic,0.0,1.0,A,2010-2011
Wolverhampton Wanderers,Newcastle United,1.0,1.0,D,2010-2011
Manchester United,West Ham United,3.0,0.0,H,2010-2011
Bolton Wanderers,Birmingham City,2.0,2.0,D,2010-2011
Liverpool,West Bromwich Albion,1.0,0.0,H,2010-2011
Sunderland,Manchester City,1.0,0.0,H,2010-2011
Aston Villa,Everton,1.0,0.0,H,2010-2011
Everton,Manchester United,3.0,3.0,D,2010-2011
Arsenal,Bolton Wanderers,4.0,1.0,H,2010-2011
Fulham,Wolverhampton Wanderers,2.0,1.0,H,2010-2011
Manchester City,Blackburn Rovers,1.0,1.0,D,2010-2011
Newcastle United,Blackpool,0.0,2.0,A,2010-2011
West Bromwich Albion,Tottenham Hotspur,1.0,1.0,D,2010-2011
West Ham United,Chelsea,1.0,3.0,A,2010-2011
Wigan Athletic,Sunderland,1.0,1.0,D,2010-2011
Birmingham City,Liverpool,0.0,0.0,D,2010-2011
Stoke City,Aston Villa,2.0,1.0,H,2010-2011
Stoke City,West Ham United,1.0,1.0,D,2010-2011
Aston Villa,Bolton Wanderers,1.0,1.0,D,2010-2011
Blackburn Rovers,Fulham,1.0,1.0,D,2010-2011
Everton,Newcastle United,0.0,1.0,A,2010-2011
Tottenham Hotspur,Wolverhampton Wanderers,3.0,1.0,H,2010-2011
West Bromwich Albion,Birmingham City,3.0,1.0,H,2010-2011
Sunderland,Arsenal,1.0,1.0,D,2010-2011
Manchester United,Liverpool,3.0,2.0,H,2010-2011
Wigan Athletic,Manchester City,0.0,2.0,A,2010-2011
Chelsea,Blackpool,4.0,0.0,H,2010-2011
Manchester City,Chelsea,1.0,0.0,H,2010-2011
Arsenal,West Bromwich Albion,2.0,3.0,A,2010-2011
Birmingham City,Wigan Athletic,0.0,0.0,D,2010-2011
Blackpool,Blackburn Rovers,1.0,2.0,A,2010-2011
Fulham,Everton,0.0,0.0,D,2010-2011
Liverpool,Sunderland,2.0,2.0,D,2010-2011
West Ham United,Tottenham Hotspur,1.0,0.0,H,2010-2011
Bolton Wanderers,Manchester United,2.0,2.0,D,2010-2011
Wolverhampton Wanderers,Aston Villa,1.0,2.0,A,2010-2011
Newcastle United,Stoke City,1.0,2.0,A,2010-2011
Wigan Athletic,Wolverhampton Wanderers,2.0,0.0,H,2010-2011
Birmingham City,Everton,0.0,2.0,A,2010-2011
Stoke City,Blackburn Rovers,1.0,0.0,H,2010-2011
Sunderland,Manchester United,0.0,0.0,D,2010-2011
Tottenham Hotspur,Aston Villa,2.0,1.0,H,2010-2011
West Bromwich Albion,Bolton Wanderers,1.0,1.0,D,2010-2011
West Ham United,Fulham,1.0,1.0,D,2010-2011
Manchester City,Newcastle United,2.0,1.0,H,2010-2011
Liverpool,Blackpool,1.0,2.0,A,2010-2011
Chelsea,Arsenal,2.0,0.0,H,2010-2011
Arsenal,Birmingham City,2.0,1.0,H,2010-2011
Bolton Wanderers,Stoke City,2.0,1.0,H,2010-2011
Fulham,Tottenham Hotspur,1.0,2.0,A,2010-2011
Manchester United,West Bromwich Albion,2.0,2.0,D,2010-2011
Newcastle United,Wigan Athletic,2.0,2.0,D,2010-2011
Wolverhampton Wanderers,West Ham United,1.0,1.0,D,2010-2011
Aston Villa,Chelsea,0.0,0.0,D,2010-2011
Everton,Liverpool,2.0,0.0,H,2010-2011
Blackpool,Manchester City,2.0,3.0,A,2010-2011
Blackburn Rovers,Sunderland,0.0,0.0,D,2010-2011
Tottenham Hotspur,Everton,1.0,1.0,D,2010-2011
Birmingham City,Blackpool,2.0,0.0,H,2010-2011
Chelsea,Wolverhampton Wanderers,2.0,0.0,H,2010-2011
Sunderland,Aston Villa,1.0,0.0,H,2010-2011
West Bromwich Albion,Fulham,2.0,1.0,H,2010-2011
Wigan Athletic,Bolton Wanderers,1.0,1.0,D,2010-2011
West Ham United,Newcastle United,1.0,2.0,A,2010-2011
Stoke City,Manchester United,1.0,2.0,A,2010-2011
Liverpool,Blackburn Rovers,2.0,1.0,H,2010-2011
Manchester City,Arsenal,0.0,3.0,A,2010-2011
Arsenal,West Ham United,1.0,0.0,H,2010-2011
Blackburn Rovers,Chelsea,1.0,2.0,A,2010-2011
Everton,Stoke City,1.0,0.0,H,2010-2011
Fulham,Wigan Athletic,2.0,0.0,H,2010-2011
Wolverhampton Wanderers,Manchester City,2.0,1.0,H,2010-2011
Manchester United,Tottenham Hotspur,2.0,0.0,H,2010-2011
Aston Villa,Birmingham City,0.0,0.0,D,2010-2011
Newcastle United,Sunderland,5.0,1.0,H,2010-2011
Bolton Wanderers,Liverpool,0.0,1.0,A,2010-2011
Blackpool,West Bromwich Albion,2.0,1.0,H,2010-2011
Bolton Wanderers,Tottenham Hotspur,4.0,2.0,H,2010-2011
Birmingham City,West Ham United,2.0,2.0,D,2010-2011
Blackburn Rovers,Wigan Athletic,2.0,1.0,H,2010-2011
Blackpool,Everton,2.0,2.0,D,2010-2011
Fulham,Aston Villa,1.0,1.0,D,2010-2011
Manchester United,Wolverhampton Wanderers,2.0,1.0,H,2010-2011
Sunderland,Stoke City,2.0,0.0,H,2010-2011
Arsenal,Newcastle United,0.0,1.0,A,2010-2011
West Bromwich Albion,Manchester City,0.0,2.0,A,2010-2011
Liverpool,Chelsea,2.0,0.0,H,2010-2011
Stoke City,Birmingham City,3.0,2.0,H,2010-2011
Tottenham Hotspur,Sunderland,1.0,1.0,D,2010-2011
Aston Villa,Blackpool,3.0,2.0,H,2010-2011
Chelsea,Fulham,1.0,0.0,H,2010-2011
Newcastle United,Blackburn Rovers,1.0,2.0,A,2010-2011
West Ham United,West Bromwich Albion,2.0,2.0,D,2010-2011
Wigan Athletic,Liverpool,1.0,1.0,D,2010-2011
Wolverhampton Wanderers,Arsenal,0.0,2.0,A,2010-2011
Everton,Bolton Wanderers,1.0,1.0,D,2010-2011
Manchester City,Manchester United,0.0,0.0,D,2010-2011
Aston Villa,Manchester United,2.0,2.0,D,2010-2011
Manchester City,Birmingham City,0.0,0.0,D,2010-2011
Newcastle United,Fulham,0.0,0.0,D,2010-2011
Tottenham Hotspur,Blackburn Rovers,4.0,2.0,H,2010-2011
West Ham United,Blackpool,0.0,0.0,D,2010-2011
Wigan Athletic,West Bromwich Albion,1.0,0.0,H,2010-2011
Wolverhampton Wanderers,Bolton Wanderers,2.0,3.0,A,2010-2011
Stoke City,Liverpool,2.0,0.0,H,2010-2011
Everton,Arsenal,1.0,2.0,A,2010-2011
Chelsea,Sunderland,0.0,3.0,A,2010-2011
Arsenal,Tottenham Hotspur,2.0,3.0,A,2010-2011
Birmingham City,Chelsea,1.0,0.0,H,2010-2011
Blackpool,Wolverhampton Wanderers,2.0,1.0,H,2010-2011
Bolton Wanderers,Newcastle United,5.0,1.0,H,2010-2011
Manchester United,Wigan Athletic,2.0,0.0,H,2010-2011
West Bromwich Albion,Stoke City,0.0,3.0,A,2010-2011
Liverpool,West Ham United,3.0,0.0,H,2010-2011
Blackburn Rovers,Aston Villa,2.0,0.0,H,2010-2011
Fulham,Manchester City,1.0,4.0,A,2010-2011
Sunderland,Everton,2.0,2.0,D,2010-2011
Aston Villa,Arsenal,2.0,4.0,A,2010-2011
Bolton Wanderers,Blackpool,2.0,2.0,D,2010-2011
Everton,West Bromwich Albion,1.0,4.0,A,2010-2011
Fulham,Birmingham City,1.0,1.0,D,2010-2011
Manchester United,Blackburn Rovers,7.0,1.0,H,2010-2011
Stoke City,Manchester City,1.0,1.0,D,2010-2011
West Ham United,Wigan Athletic,3.0,1.0,H,2010-2011
Wolverhampton Wanderers,Sunderland,3.0,2.0,H,2010-2011
Newcastle United,Chelsea,1.0,1.0,D,2010-2011
Tottenham Hotspur,Liverpool,2.0,1.0,H,2010-2011
Arsenal,Fulham,2.0,1.0,H,2010-2011
Birmingham City,Tottenham Hotspur,1.0,1.0,D,2010-2011
Blackburn Rovers,Wolverhampton Wanderers,3.0,0.0,H,2010-2011
Chelsea,Everton,1.0,1.0,D,2010-2011
Manchester City,Bolton Wanderers,1.0,0.0,H,2010-2011
Wigan Athletic,Stoke City,2.0,2.0,D,2010-2011
West Bromwich Albion,Newcastle United,3.0,1.0,H,2010-2011
Sunderland,West Ham United,1.0,0.0,H,2010-2011
Liverpool,Aston Villa,3.0,0.0,H,2010-2011
Aston Villa,West Bromwich Albion,2.0,1.0,H,2010-2011
Everton,Wigan Athletic,0.0,0.0,D,2010-2011
Fulham,Sunderland,0.0,0.0,D,2010-2011
Stoke City,Blackpool,0.0,1.0,A,2010-2011
West Ham United,Manchester City,1.0,3.0,A,2010-2011
Newcastle United,Liverpool,3.0,1.0,H,2010-2011
Bolton Wanderers,Blackburn Rovers,2.0,1.0,H,2010-2011
Wolverhampton Wanderers,Birmingham City,1.0,0.0,H,2010-2011
Tottenham Hotspur,Chelsea,1.0,1.0,D,2010-2011
Manchester United,Arsenal,1.0,0.0,H,2010-2011
Sunderland,Bolton Wanderers,1.0,0.0,H,2010-2011
Blackburn Rovers,West Ham United,1.0,1.0,D,2010-2011
Manchester City,Everton,1.0,2.0,A,2010-2011
Fulham,West Ham United,1.0,3.0,A,2010-2011
Blackburn Rovers,Stoke City,0.0,2.0,A,2010-2011
Bolton Wanderers,West Bromwich Albion,2.0,0.0,H,2010-2011
Manchester United,Sunderland,2.0,0.0,H,2010-2011
Newcastle United,Manchester City,1.0,3.0,A,2010-2011
Wolverhampton Wanderers,Wigan Athletic,1.0,2.0,A,2010-2011
Aston Villa,Tottenham Hotspur,1.0,2.0,A,2010-2011
Arsenal,Chelsea,3.0,1.0,H,2010-2011
Manchester City,Aston Villa,4.0,0.0,H,2010-2011
Stoke City,Fulham,0.0,2.0,A,2010-2011
Sunderland,Blackpool,0.0,2.0,A,2010-2011
Tottenham Hotspur,Newcastle United,2.0,0.0,H,2010-2011
West Bromwich Albion,Blackburn Rovers,1.0,3.0,A,2010-2011
West Ham United,Everton,1.0,1.0,D,2010-2011
Birmingham City,Manchester United,1.0,1.0,D,2010-2011
Chelsea,Bolton Wanderers,1.0,0.0,H,2010-2011
Wigan Athletic,Arsenal,2.0,2.0,D,2010-2011
Liverpool,Wolverhampton Wanderers,0.0,1.0,A,2010-2011
West Bromwich Albion,Manchester United,1.0,2.0,A,2010-2011
Liverpool,Bolton Wanderers,2.0,1.0,H,2010-2011
Manchester City,Blackpool,1.0,0.0,H,2010-2011
Stoke City,Everton,2.0,0.0,H,2010-2011
Sunderland,Blackburn Rovers,3.0,0.0,H,2010-2011
Tottenham Hotspur,Fulham,1.0,0.0,H,2010-2011
West Ham United,Wolverhampton Wanderers,2.0,0.0,H,2010-2011
Birmingham City,Arsenal,0.0,3.0,A,2010-2011
Chelsea,Aston Villa,3.0,3.0,D,2010-2011
Wigan Athletic,Newcastle United,0.0,1.0,A,2010-2011
Blackpool,Birmingham City,1.0,2.0,A,2010-2011
Fulham,West Bromwich Albion,3.0,0.0,H,2010-2011
Manchester United,Stoke City,2.0,1.0,H,2010-2011
Arsenal,Manchester City,0.0,0.0,D,2010-2011
Aston Villa,Sunderland,0.0,1.0,A,2010-2011
Newcastle United,West Ham United,5.0,0.0,H,2010-2011
Wolverhampton Wanderers,Chelsea,1.0,0.0,H,2010-2011
Blackburn Rovers,Liverpool,3.0,1.0,H,2010-2011
Bolton Wanderers,Wigan Athletic,1.0,1.0,D,2010-2011
Everton,Tottenham Hotspur,2.0,1.0,H,2010-2011
Blackpool,Liverpool,2.0,1.0,H,2010-2011
Chelsea,Blackburn Rovers,2.0,0.0,H,2010-2011
Manchester City,Wolverhampton Wanderers,4.0,3.0,H,2010-2011
Stoke City,Bolton Wanderers,2.0,0.0,H,2010-2011
West Bromwich Albion,Blackpool,3.0,2.0,H,2010-2011
Wigan Athletic,Fulham,1.0,1.0,D,2010-2011
West Ham United,Arsenal,0.0,3.0,A,2010-2011
Birmingham City,Aston Villa,1.0,1.0,D,2010-2011
Sunderland,Newcastle United,1.0,1.0,D,2010-2011
Liverpool,Everton,2.0,2.0,D,2010-2011
Tottenham Hotspur,Manchester United,0.0,0.0,D,2010-2011
Wolverhampton Wanderers,Liverpool,0.0,3.0,A,2010-2011
Arsenal,Wigan Athletic,3.0,0.0,H,2010-2011
Blackpool,Sunderland,1.0,2.0,A,2010-2011
Everton,West Ham United,2.0,2.0,D,2010-2011
Fulham,Stoke City,2.0,0.0,H,2010-2011
Manchester United,Birmingham City,5.0,0.0,H,2010-2011
Newcastle United,Tottenham Hotspur,1.0,1.0,D,2010-2011
Aston Villa,Manchester City,1.0,0.0,H,2010-2011
Blackburn Rovers,West Bromwich Albion,2.0,0.0,H,2010-2011
Bolton Wanderers,Chelsea,0.0,4.0,A,2010-2011
Blackpool,Manchester United,2.0,3.0,A,2010-2011
Wigan Athletic,Aston Villa,1.0,2.0,A,2010-2011
Liverpool,Fulham,1.0,0.0,H,2010-2011
Arsenal,Everton,2.0,1.0,H,2010-2011
Sunderland,Chelsea,2.0,4.0,A,2010-2011
Manchester United,Aston Villa,3.0,1.0,H,2010-2011
West Bromwich Albion,Wigan Athletic,2.0,2.0,D,2010-2011
Birmingham City,Manchester City,2.0,2.0,D,2010-2011
Blackburn Rovers,Tottenham Hotspur,0.0,1.0,A,2010-2011
Blackpool,West Ham United,1.0,3.0,A,2010-2011
Bolton Wanderers,Wolverhampton Wanderers,1.0,0.0,H,2010-2011
Fulham,Newcastle United,1.0,0.0,H,2010-2011
Liverpool,Stoke City,2.0,0.0,H,2010-2011
Stoke City,Sunderland,3.0,2.0,H,2010-2011
Aston Villa,Fulham,2.0,2.0,D,2010-2011
Everton,Blackpool,5.0,3.0,H,2010-2011
Manchester City,West Bromwich Albion,3.0,0.0,H,2010-2011
Newcastle United,Arsenal,4.0,4.0,D,2010-2011
Tottenham Hotspur,Bolton Wanderers,2.0,1.0,H,2010-2011
Wigan Athletic,Blackburn Rovers,4.0,3.0,H,2010-2011
Wolverhampton Wanderers,Manchester United,2.0,1.0,H,2010-2011
West Ham United,Birmingham City,0.0,1.0,A,2010-2011
Chelsea,Liverpool,0.0,1.0,A,2010-2011
Manchester United,Manchester City,2.0,1.0,H,2010-2011
Arsenal,Wolverhampton Wanderers,2.0,0.0,H,2010-2011
Birmingham City,Stoke City,1.0,0.0,H,2010-2011
Blackburn Rovers,Newcastle United,0.0,0.0,D,2010-2011
Blackpool,Aston Villa,1.0,1.0,D,2010-2011
Liverpool,Wigan Athletic,1.0,1.0,D,2010-2011
West Bromwich Albion,West Ham United,3.0,3.0,D,2010-2011
Sunderland,Tottenham Hotspur,1.0,2.0,A,2010-2011
Bolton Wanderers,Everton,2.0,0.0,H,2010-2011
Fulham,Chelsea,0.0,0.0,D,2010-2011
Birmingham City,Newcastle United,0.0,2.0,A,2010-2011
West Bromwich Albion,Wolverhampton Wanderers,1.0,1.0,D,2010-2011
Blackpool,Tottenham Hotspur,3.0,1.0,H,2010-2011
Arsenal,Stoke City,1.0,0.0,H,2010-2011
Aston Villa,Blackburn Rovers,4.0,1.0,H,2010-2011
Everton,Sunderland,2.0,0.0,H,2010-2011
Newcastle United,Bolton Wanderers,1.0,1.0,D,2010-2011
Wigan Athletic,Manchester United,0.0,4.0,A,2010-2011
Wolverhampton Wanderers,Blackpool,4.0,0.0,H,2010-2011
West Ham United,Liverpool,3.0,1.0,H,2010-2011
Manchester City,Fulham,1.0,1.0,D,2010-2011
Stoke City,West Bromwich Albion,1.0,1.0,D,2010-2011
Chelsea,Manchester United,2.0,1.0,H,2010-2011
Birmingham City,West Bromwich Albion,1.0,3.0,A,2010-2011
Arsenal,Sunderland,0.0,0.0,D,2010-2011
Bolton Wanderers,Aston Villa,3.0,2.0,H,2010-2011
Fulham,Blackburn Rovers,3.0,2.0,H,2010-2011
Newcastle United,Everton,1.0,2.0,A,2010-2011
West Ham United,Stoke City,3.0,0.0,H,2010-2011
Manchester City,Wigan Athletic,1.0,0.0,H,2010-2011
Liverpool,Manchester United,3.0,1.0,H,2010-2011
Wolverhampton Wanderers,Tottenham Hotspur,3.0,3.0,D,2010-2011
Blackpool,Chelsea,1.0,3.0,A,2010-2011
Everton,Birmingham City,1.0,1.0,D,2010-2011
Tottenham Hotspur,West Ham United,0.0,0.0,D,2010-2011
Aston Villa,Wolverhampton Wanderers,0.0,1.0,A,2010-2011
Blackburn Rovers,Blackpool,2.0,2.0,D,2010-2011
Manchester United,Bolton Wanderers,1.0,0.0,H,2010-2011
Stoke City,Newcastle United,4.0,0.0,H,2010-2011
West Bromwich Albion,Arsenal,2.0,2.0,D,2010-2011
Wigan Athletic,Birmingham City,2.0,1.0,H,2010-2011
Everton,Fulham,2.0,1.0,H,2010-2011
Sunderland,Liverpool,0.0,2.0,A,2010-2011
Chelsea,Manchester City,2.0,0.0,H,2010-2011
West Ham United,Manchester United,2.0,4.0,A,2010-2011
Birmingham City,Bolton Wanderers,2.0,1.0,H,2010-2011
Everton,Aston Villa,2.0,2.0,D,2010-2011
Newcastle United,Wolverhampton Wanderers,4.0,1.0,H,2010-2011
Stoke City,Chelsea,1.0,1.0,D,2010-2011
West Bromwich Albion,Liverpool,2.0,1.0,H,2010-2011
Wigan Athletic,Tottenham Hotspur,0.0,0.0,D,2010-2011
Arsenal,Blackburn Rovers,0.0,0.0,D,2010-2011
Fulham,Blackpool,3.0,0.0,H,2010-2011
Manchester City,Sunderland,5.0,0.0,H,2010-2011
Wolverhampton Wanderers,Everton,0.0,3.0,A,2010-2011
Blackburn Rovers,Birmingham City,1.0,1.0,D,2010-2011
Bolton Wanderers,West Ham United,3.0,0.0,H,2010-2011
Chelsea,Wigan Athletic,1.0,0.0,H,2010-2011
Manchester United,Fulham,2.0,0.0,H,2010-2011
Sunderland,West Bromwich Albion,2.0,3.0,A,2010-2011
Tottenham Hotspur,Stoke City,3.0,2.0,H,2010-2011
Blackpool,Arsenal,1.0,3.0,A,2010-2011
Aston Villa,Newcastle United,1.0,0.0,H,2010-2011
Liverpool,Manchester City,3.0,0.0,H,2010-2011
Birmingham City,Sunderland,2.0,0.0,H,2010-2011
Blackpool,Wigan Athletic,1.0,3.0,A,2010-2011
Everton,Blackburn Rovers,2.0,0.0,H,2010-2011
West Bromwich Albion,Chelsea,1.0,3.0,A,2010-2011
West Ham United,Aston Villa,1.0,2.0,A,2010-2011
Arsenal,Liverpool,1.0,1.0,D,2010-2011
Newcastle United,Manchester United,0.0,0.0,D,2010-2011
Chelsea,Birmingham City,3.0,1.0,H,2010-2011
Tottenham Hotspur,Arsenal,3.0,3.0,D,2010-2011
Manchester United,Everton,1.0,0.0,H,2010-2011
Aston Villa,Stoke City,1.0,1.0,D,2010-2011
Blackpool,Newcastle United,1.0,1.0,D,2010-2011
Liverpool,Birmingham City,5.0,0.0,H,2010-2011
Sunderland,Wigan Athletic,4.0,2.0,H,2010-2011
Tottenham Hotspur,West Bromwich Albion,2.0,2.0,D,2010-2011
Wolverhampton Wanderers,Fulham,1.0,1.0,D,2010-2011
Chelsea,West Ham United,3.0,0.0,H,2010-2011
Bolton Wanderers,Arsenal,2.0,1.0,H,2010-2011
Blackburn Rovers,Manchester City,0.0,1.0,A,2010-2011
Stoke City,Wolverhampton Wanderers,3.0,0.0,H,2010-2011
Fulham,Bolton Wanderers,3.0,0.0,H,2010-2011
Blackburn Rovers,Bolton Wanderers,1.0,0.0,H,2010-2011
Blackpool,Stoke City,0.0,0.0,D,2010-2011
Sunderland,Fulham,0.0,3.0,A,2010-2011
West Bromwich Albion,Aston Villa,2.0,1.0,H,2010-2011
Wigan Athletic,Everton,1.0,1.0,D,2010-2011
Chelsea,Tottenham Hotspur,2.0,1.0,H,2010-2011
Birmingham City,Wolverhampton Wanderers,1.0,1.0,D,2010-2011
Liverpool,Newcastle United,3.0,0.0,H,2010-2011
Arsenal,Manchester United,1.0,0.0,H,2010-2011
Manchester City,West Ham United,2.0,1.0,H,2010-2011
Aston Villa,Wigan Athletic,1.0,1.0,D,2010-2011
Bolton Wanderers,Sunderland,1.0,2.0,A,2010-2011
Everton,Manchester City,2.0,1.0,H,2010-2011
Newcastle United,Birmingham City,2.0,1.0,H,2010-2011
West Ham United,Blackburn Rovers,1.0,1.0,D,2010-2011
Tottenham Hotspur,Blackpool,1.0,1.0,D,2010-2011
Wolverhampton Wanderers,West Bromwich Albion,3.0,1.0,H,2010-2011
Stoke City,Arsenal,3.0,1.0,H,2010-2011
Manchester United,Chelsea,2.0,1.0,H,2010-2011
Fulham,Liverpool,2.0,5.0,A,2010-2011
Manchester City,Tottenham Hotspur,1.0,0.0,H,2010-2011
Blackburn Rovers,Manchester United,1.0,1.0,D,2010-2011
Blackpool,Bolton Wanderers,4.0,3.0,H,2010-2011
Sunderland,Wolverhampton Wanderers,1.0,3.0,A,2010-2011
West Bromwich Albion,Everton,1.0,0.0,H,2010-2011
Chelsea,Newcastle United,2.0,2.0,D,2010-2011
Arsenal,Aston Villa,1.0,2.0,A,2010-2011
Birmingham City,Fulham,0.0,2.0,A,2010-2011
Liverpool,Tottenham Hotspur,0.0,2.0,A,2010-2011
Wigan Athletic,West Ham United,3.0,2.0,H,2010-2011
Manchester City,Stoke City,3.0,0.0,H,2010-2011
Aston Villa,Liverpool,1.0,0.0,H,2010-2011
Bolton Wanderers,Manchester City,0.0,2.0,A,2010-2011
Everton,Chelsea,1.0,0.0,H,2010-2011
Fulham,Arsenal,2.0,2.0,D,2010-2011
Manchester United,Blackpool,4.0,2.0,H,2010-2011
Newcastle United,West Bromwich Albion,3.0,3.0,D,2010-2011
Stoke City,Wigan Athletic,0.0,1.0,A,2010-2011
Tottenham Hotspur,Birmingham City,2.0,1.0,H,2010-2011
West Ham United,Sunderland,0.0,3.0,A,2010-2011
Wolverhampton Wanderers,Blackburn Rovers,2.0,3.0,A,2010-2011
Blackburn Rovers,Wolverhampton Wanderers,1.0,2.0,A,2011-2012
Fulham,Aston Villa,0.0,0.0,D,2011-2012
Liverpool,Sunderland,1.0,1.0,D,2011-2012
Queens Park Rangers,Bolton Wanderers,0.0,4.0,A,2011-2012
Wigan Athletic,Norwich City,1.0,1.0,D,2011-2012
Newcastle United,Arsenal,0.0,0.0,D,2011-2012
Stoke City,Chelsea,0.0,0.0,D,2011-2012
West Bromwich Albion,Manchester United,1.0,2.0,A,2011-2012
Manchester City,Swansea City,4.0,0.0,H,2011-2012
Sunderland,Newcastle United,0.0,1.0,A,2011-2012
Arsenal,Liverpool,0.0,2.0,A,2011-2012
Aston Villa,Blackburn Rovers,3.0,1.0,H,2011-2012
Everton,Queens Park Rangers,0.0,1.0,A,2011-2012
Swansea City,Wigan Athletic,0.0,0.0,D,2011-2012
Chelsea,West Bromwich Albion,2.0,1.0,H,2011-2012
Norwich City,Stoke City,1.0,1.0,D,2011-2012
Wolverhampton Wanderers,Fulham,2.0,0.0,H,2011-2012
Bolton Wanderers,Manchester City,2.0,3.0,A,2011-2012
Manchester United,Tottenham Hotspur,3.0,0.0,H,2011-2012
Aston Villa,Wolverhampton Wanderers,0.0,0.0,D,2011-2012
Wigan Athletic,Queens Park Rangers,2.0,0.0,H,2011-2012
Blackburn Rovers,Everton,0.0,1.0,A,2011-2012
Chelsea,Norwich City,3.0,1.0,H,2011-2012
